,data_pagamento,CACR11_rendimento,BPFF11_rendimento,AFHI11_rendimento,ALZR11_rendimento,RZAT11_rendimento,ARRI11_rendimento,AIEC11_rendimento,BARI11_rendimento,BBPO11_rendimento,BCFF11_rendimento,BRCR11_rendimento,BCIA11_rendimento,BCRI11_rendimento,BLMR11_rendimento,BLMG11_rendimento,BRCO11_rendimento,BTAL11_rendimento,BTCI11_rendimento,BTRA11_rendimento,BTLG11_rendimento,CPFF11_rendimento,CPTS11_rendimento,HGCR11_rendimento,HGFF11_rendimento,HGLG11_rendimento,HGRU11_rendimento,CYCR11_rendimento,CARE11_rendimento,DEVA11_rendimento,VRTA11_rendimento,GTWR11_rendimento,GGRC11_rendimento,GALG11_rendimento,HABT11_rendimento,HCTR11_rendimento,HGBS11_rendimento,HGRE11_rendimento,HSAF11_rendimento,HSLG11_rendimento,HSML11_rendimento,HFOF11_rendimento,IRDM11_rendimento,JPPA11_rendimento,JSAF11_rendimento,JSRE11_rendimento,KISU11_rendimento,KNRI11_rendimento,KCRE11_rendimento,KNHY11_rendimento,KNIP11_rendimento,KNCR11_rendimento,KNSC11_rendimento,KFOF11_rendimento,LGCP11_rendimento,MALL11_rendimento,MCCI11_rendimento,MCHF11_rendimento,MXRF11_rendimento,MFII11_rendimento,MGFF11_rendimento,MORC11_rendimento,MORE11_rendimento,NCHB11_rendimento,OUJP11_rendimento,PATL11_rendimento,PLCR11_rendimento,PORD11_rendimento,QAGR11_rendimento,RBRL11_rendimento,RBRY11_rendimento,RBRP11_rendimento,RBRF11_rendimento,RBRR11_rendimento,RECR11_rendimento,RECT11_rendimento,RBFF11_rendimento,RCRB11_rendimento,RBVA11_rendimento,RZAK11_rendimento,RZTR11_rendimento,SADI11_rendimento,SARE11_rendimento,SNCI11_rendimento,SNFF11_rendimento,TEPP11_rendimento,TGAR11_rendimento,TORD11_rendimento,TRXF11_rendimento,URPR11_rendimento,VGHF11_rendimento,VGIP11_rendimento,VGIR11_rendimento,CVBI11_rendimento,LVBI11_rendimento,PVBI11_rendimento,VCJR11_rendimento,VSLH11_rendimento,VCRI11_rendimento,VIUR11_rendimento,VILG11_rendimento,VINO11_rendimento,VISC11_rendimento,VTLT11_rendimento,WHGR11_rendimento,XPCI11_rendimento,XPIN11_rendimento,XPLG11_rendimento,XPML11_rendimento,XPPR11_rendimento,XPSF11_rendimento
410,2020-04-30,,,,,,,,,,,,0.7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,2020-05-08,,0.6500,,,,0.0436,,,,,,,,,,0.5650,,,,,,,,,,,,,,,,,,,,,,,,0.2200,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4416,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,
412,2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8000,,,0.6154,,,,,,,,,,,,,,0.7215,,,,,,,
413,2020-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,2020-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5000,0.6600,0.3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4000,,,,,,,,,,,,,,
415,2020-05-15,,,,,,,,,1.0579,0.4000,0.4300,,0.7300,,,,,,,,,,0.6000,0.5500,0.7800,0.6800,,,,0.7100,0.6877,,,,0.9400,0.3500,0.5700,,,,0.7600,,0.6500,,,,0.6500,,,,,,0.4500,0.4800,0.1200,,,0.0700,1.0300,,,,0.5080,0.6300,,0.3000,,0.2766,0.7570,,0.4000,,,0.7000,0.8100,0.3000,0.7500,0.8500,,,0.2710,0.2772,,,0.4900,,,0.6700,,,,,,,,,,,,0.5000,0.3500,0.2700,,,0.5700,,0.5400,,0.5000,0.0650
416,2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5500,,,,,,,,,,,,,,,,,
417,2020-05-19,,,,,,,,,,,,,,,,,,,,,0.3000,,,,,,,,,,,,,,,,,,,,,0.7019,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,0.6500,,0.6000,0.5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,2020-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0400,0.0500,,,,,,,,,,,,,,,,,,
419,2020-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,2020-05-22,,,,,,,,0.6300,,,,,,,,,,,,,,0.6500,,,,,,,,,,,,,,,,,,,,,,,0.3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,2020-05-25,,,,0.5962,,,,,,,,,,,,,,,,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5600,,,,
422,2020-05-29,,,,,,,,,,,,0.7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,2020-06-05,,0.5000,,,,0.0325,,,,,,,,,,0.5571,,,,,,,,,,,,,,,,,,,,,,,,0.1800,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,
424,2020-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2500,,,,,,,,,,,,,,,,,0.7215,,,,,,,
425,2020-06-12,,,,,,,,,,,,,,,,,,,,,,,0.5600,0.5000,0.7800,0.6800,,,,,,,,0.7000,,,0.5700,,,,,,,,,,,,0.3000,0.4000,0.3000,,,,0.1100,,,,,,,,,,,0.2500,,,,,,,,,,,,,,,0.2400,0.2622,,,,,,0.6700,,,,,,,,0.2500,,,,,,,,,,,,,,
426,2020-06-15,,,,,,,,,1.0579,0.4000,0.4300,,0.6700,,,,,,,,,,,,,,,,,0.7300,0.6877,,,,,0.3500,,,,,0.9000,,0.6500,,,,0.6500,,,,,,0.4500,0.4700,,,,0.0700,1.0100,,,,0.8607,0.6300,,,,0.2467,0.5140,,0.4200,,,0.7000,0.8100,0.3300,,0.8500,,,,,,,0.5000,,,,0.7781,,,,,,,,,,,0.5200,0.3500,0.2300,,,0.5400,,0.5400,,0.8000,0.0675
427,2020-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0889,,,,,,0.5000,,,,,,,,,,,,,,,,,
428,2020-06-17,,,,,,,,,,,,,,,,,,,,,0.3500,,,,,,,,,,,,,,,,,,,,,0.7658,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,0.6500,,0.6000,0.5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,2020-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7500,0.0470,,,,,,,,,,,,,,,,,,
430,2020-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,2020-06-22,,,,,,,,0.6300,,,,,,,,,,,,,,0.6500,,,,,,,,,,,,,,,,,,,,,,,0.4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,2020-06-25,,,,0.5964,,,,,,,,,,,,,,,,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,0.2700,,
433,2020-06-29,,,,,,,,,,,,0.7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,2020-07-07,,0.5400,,,,0.0368,,,,,,,,,,0.5600,,,,,,,,,,,,,,,,,,,,,,,,0.1800,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6700,,,,,,,,,,,,,,,,
435,2020-07-08,0.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2300,,,,,,,,,,,,,,,,,,,,,,,,
436,2020-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,2020-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3200,0.5000,0.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6200,,,,,,,,,,,,,,
438,2020-07-14,,,,,,,,,1.0579,0.4000,0.4300,,,,,,,,,,,,0.4800,0.5500,0.7800,0.6800,,0.0309,,,0.6877,,,,1.0300,0.3500,0.5700,,,,1.0800,,,,,,0.6500,,,,,,0.9100,,0.1400,,,0.0700,0.9500,,,,1.1522,0.6279,,0.2500,,0.2880,0.7560,,0.4800,,,0.7000,0.8100,,,,,,0.2390,0.2725,,,,,0.1015,0.6700,,,,,,,,,,,,0.6000,0.4200,0.1900,,,,,,,,
439,2020-07-15,,,,,,,,,,,,,0.8500,,,,,,,,,,,,,,,,,0.9600,,,,,,,,,,,,,0.9900,,,,,,,,,,,0.4700,,,,,,,,,,,,,,,,,,,,,,0.4300,0.8000,0.8500,,,,,,,0.5000,,,,1.5606,,,,0.6300,,,,,,,,,,,,0.5400,,0.5700,,0.9300,0.0800
440,2020-07-16,,,,,,,,,,,,,,,,,,,,,0.4000,,,,,,,,,,,,,,,,,,,,,0.9260,,,,,,,,,,,,,,,,,,0.6200,,,,,,,,,,0.6500,,0.6000,0.5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,2020-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6578,0.0484,,,,,,,,,,,,,,,,,,
442,2020-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,2020-07-21,,,,,,,,0.6300,,,,,,,,,,,,,,0.6700,,,,,,,,,,,,,,,,,,,,,,,0.4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,2020-07-24,,,,0.6191,,,,,,,,,,,,,,,,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,0.4151,,
445,2020-07-28,,,,,,,,,,,,0.7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,2020-08-07,,0.5000,,,,0.0493,,,,,,,,,,0.5500,,,,,,,,,,,,,,,,,,,,,,,,0.1800,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7248,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6867,,,,,,,,,,,,,,,,
447,2020-08-10,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1400,,,,,,,,,,,,,,,,,0.7215,,,,,,,
448,2020-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,2020-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4500,0.7000,0.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3400,,,,,,,,,,,,,,
450,2020-08-14,,,,,,,,,1.0579,0.4500,0.4617,,0.7600,,,,,,,,,,0.4800,0.5500,0.7800,0.6800,,0.0210,,0.6100,0.6877,,,,1.1700,0.2500,0.6500,,,,0.5000,,0.6000,,,,0.6500,,,,,,0.4600,0.4400,0.1500,,,0.0700,0.9600,0.5600,,,0.8057,0.5000,,0.3300,,0.3405,1.0000,0.6000,0.5300,,0.5000,0.7000,0.8100,0.5200,0.8500,0.8500,,,0.2400,0.2734,,,,,,0.6590,0.8141,,,,,,,,,,,0.6000,0.3600,0.1800,,,0.5700,,0.5800,,0.7000,0.0700
451,2020-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5200,,,,,,,,0.6000,,,,,,,,,,,,,,,,,
452,2020-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4260,,,,,,,,,,,,,,,0.0802,,,,,,,,,,,,,,,,,,,,,,,
453,2020-08-19,,,,,,,,,,,,,,,,,,,,,,0.7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7000,0.0450,,,,,,,,,,,,,,,,,,
454,2020-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6200,,,,
455,2020-08-21,,,,,,,,0.7100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,2020-08-25,,,,0.5915,,,,,,,,,,,,,,,,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0300,,
457,2020-08-28,,,,,,,,,,,,0.7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,2020-09-08,,0.5000,,,,0.0589,,,,,,,,,,0.5500,,,,,,,,,,,,,,,,,,,,,,,,0.2600,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6587,,,,,,,,,,,,,,,,,,,1.0900,,,,,,,,0.6700,,,,,,,,,,,,,,,,
459,2020-09-09,0.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7215,,,,,,,
460,2020-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,2020-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6500,0.7500,0.2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6100,,,,,,,,,,,,,,
462,2020-09-15,,,,,,,,,1.0823,0.4500,0.4626,,0.7300,,,,,,,,,,0.4800,0.5500,0.7800,0.6800,,,,0.5100,0.6877,,,,2.1200,0.2500,0.6500,,,,0.5000,,0.5650,,,,0.6500,,,,,,0.4600,0.5200,0.3000,,,0.0700,0.9800,,,,1.0024,0.4642,,0.4100,,0.2964,0.7600,,0.5600,,,0.9000,0.7200,0.5500,0.8500,0.8500,,,0.2100,0.2545,,,0.5000,,0.1092,0.3400,1.3500,,,,,,,,,,,0.6000,0.3500,0.1500,,,0.6000,,0.5800,,0.7200,0.0700
463,2020-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6700,,,,,,,,,,,,,,,,,
464,2020-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0528,,,,,,,,,,,,,,,,,,0.4958,,,,,,,,,,0.6000,,0.6000,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,2020-09-18,,,,,,,,,,,,,,,,,,,,,,0.7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7500,0.0410,,,,,,,,,,,,,,,,,,
466,2020-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,2020-09-22,,,,,,,,0.8500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,2020-09-25,,,,0.5722,,,,,,,,,,,,,,,,0.3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6200,,0.1800,,
469,2020-09-29,,,,,,,,,,,,0.7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,2020-10-07,,0.5000,,,,0.0531,,,,,,,,,,0.5500,,,,,,,,,,,,,,,,,,,,,,0.0400,,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8200,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6600,0.4500,,,,,,,,,,,,,,,
471,2020-10-08,0.8700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4900,,,,,,,,,,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,,0.7215,,,,,,,
472,2020-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,2020-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0098,,,,,,,,,,,,,,,,,,,,,0.6400,0.7400,0.2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,,,,,
474,2020-10-15,,,,,,,,,1.0823,0.4500,0.4476,,0.8000,,,,,,,,,,0.4800,0.5500,0.6000,0.6800,,,,0.6100,0.6877,,,,,0.3000,0.6500,,,,0.5000,,0.6200,,,,0.6500,,,,,,0.4600,0.5300,0.3500,,,0.0700,1.0100,,,,0.3208,0.4400,,0.4600,,0.3642,0.5550,,0.5800,,,1.3100,0.7200,0.5500,0.8500,0.8500,,,0.1750,0.1872,,,0.5000,,,0.4500,2.1500,,,,,,,,,,,0.5000,0.3500,0.2000,,,0.5800,,0.5800,,0.7400,0.0700
475,2020-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7500,,,,,,,,,,,,,,,,,
476,2020-10-19,,,,,,,,,,,,,,,,,,,,,0.5500,,,,,,,,,,,,,,,,,,,,,1.1587,,,,,,,,,,,,,,,,,,0.5000,,,,,,,,,,0.6000,,0.7500,0.5000,,,,,,,,,,,,,,0.0938,,,,,,,,,,,,,,,,,,,,,,,
477,2020-10-20,,,,,,,,,,,,,,,,,,,,,,0.7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8500,0.0450,,,,,,,,,,,,,,,,,,
478,2020-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,2020-10-22,,,,,,,,0.9200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,2020-10-23,,,,0.3648,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6200,,0.2600,,
481,2020-10-29,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,2020-11-09,,0.5000,,,,0.0812,,,,,,,,,,0.5500,,,,,,,,,,,,,,,,,,,,,,0.2200,,0.4500,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3100,0.4800,,,,,,,,,,,,,,,
483,2020-11-10,0.8800,,,,,,0.5400,,,,,,,,,,,,,,,,,,,,,,,,,0.7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5200,,,,,,,,,,,,,,,,,,,,,1.1000,,,,,,,,,,,,,,,,,0.7215,,,,,,,
484,2020-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,2020-11-13,,,,,,,,,,,,,0.9600,,,,,,,,,,,,,,,,,0.6600,,,,,,,,,,,,,0.6500,,,,,,0.8300,0.7500,0.2500,,,0.5500,,,,,,,,,,,,,,,,,,,,,,0.5500,0.8500,0.8500,,,,,,,,,,,3.2400,,,,,,,0.8000,,,,,,,,,0.6300,,0.5800,,0.7400,0.0700
486,2020-11-16,,,,,,,,,1.0823,0.5000,0.4709,,,,,,,,,,,,0.5200,0.5500,0.7800,0.6800,,,,,0.6877,,,,2.3800,0.4000,0.6500,,,,0.5500,,,,,,0.6500,,,,,,0.4600,,0.4800,,,0.0600,1.1000,,,,0.5193,0.6000,,0.4800,,0.3700,0.6500,,0.5800,,,1.3100,0.7200,,,,,,0.1500,0.2200,,,0.4700,,,0.7000,,,,,,,,,,,,0.4200,0.3500,0.3750,,,,,,,,
487,2020-11-17,,,,,,,,,,,,,,,,,,,,,,0.9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,,
488,2020-11-18,,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,1.2205,,,,,,,,,,,,,,,,,,0.5000,,,,,,,,,,0.6000,,0.7500,0.5000,,,,,,,,,,,,,,0.1584,,,,,,,,,,,,,,,,,,,,,,,
489,2020-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,0.0410,,,,,,,,,,,,,,,,,,
490,2020-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,2020-11-23,,,,,,,,1.1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,2020-11-25,,,,0.3705,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6200,,0.4200,,
493,2020-11-30,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,2020-12-07,,0.5000,,,,0.0799,,,,,,,,,,0.5500,,,,,,,,,,,,,,,,,,,,,,0.4000,,0.4700,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8100,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3600,0.4700,,,,,,,,,,,,,,,
495,2020-12-08,0.8800,,,,,,0.5700,,,,,,,,,,,,,,,,,,,,,,,,,0.7400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5300,,,,,,,,,,,,,,,,,,,,,1.1200,,,,,,,,,,,,,,,,,0.7215,,,,,,,
496,2020-12-11,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,1.8500,,,,,,,,,,,,,,,1.0400,1.0000,0.3000,0.4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9200,,,,,,,,,,,,,,
